video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=TfYgLSkeooE&pp=ygUocHVibGljIHRyYW5zcG9ydGF0aW9uIHp1cmljaCBzd2l0emVybGFuZA%3D%3D,/@devendrasinghrathore9423,Devendra Singh Rathore,How to travel in Zurich- Get local transport (trams) ticket,985,1 year,You get down at Zurich hub or central and if you are not sure of how to get into city or travel through out city. best way is use ...,2024-01-25 20:30:27.319422
/watch?v=kk6wuDzvSPg&pp=ygUocHVibGljIHRyYW5zcG9ydGF0aW9uIHp1cmljaCBzd2l0emVybGFuZA%3D%3D,/@AplinsintheAlps,Aplins in the Alps,ULTIMATE SWISS TRAIN PASS GUIDE: How to Pick A Swiss Rail Pass | Travel Switzerland on a Budget,274K,1 year,Is the Swiss Travel Pass the best way to travel Switzerland on a budget? Or will another Swiss rail pass save you more money?,2024-01-25 20:30:27.321598
/watch?v=76ItMsIDPFU&pp=ygUocHVibGljIHRyYW5zcG9ydGF0aW9uIHp1cmljaCBzd2l0emVybGFuZA%3D%3D,/@ktproductions9471,KT Productions,Trolley Bus in Zurich - Switzerland.,47K,6 years,"Please SUBSCRIBE my channel to get more videos like this. Please LIKE, SHARE, COMMENT The Zürich trolleybus system ...",2024-01-25 20:30:27.323106
/watch?v=1UGJeH6gWZo&pp=ygUocHVibGljIHRyYW5zcG9ydGF0aW9uIHp1cmljaCBzd2l0emVybGFuZA%3D%3D,/@DjemoGraphic,Djemo Graphic,Easy Zürich City Tour Summer Switzerland – Easy Walking Tour on a Budget [Travel Guide],69K,1 year,Zürich is the largest city of Switzerland and one of the most visited places in the country. Zürich is very beautiful but at the same ...,2024-01-25 20:30:36.983643
/watch?v=7je4AtBj42U&pp=ygUocHVibGljIHRyYW5zcG9ydGF0aW9uIHp1cmljaCBzd2l0emVybGFuZA%3D%3D,/@EltisOrg,Eltis Mobility Portal,Cornerstones of transport policy in Zürich,413,9 years,"Video produced as a part of a case study on Cornerstone of Mobility -- The Mobility Strategy of the City of Zurich, Switzerland ...",2024-01-25 20:30:36.987363
/watch?v=sg4J36pNdg8&pp=ygUocHVibGljIHRyYW5zcG9ydGF0aW9uIHp1cmljaCBzd2l0emVybGFuZA%3D%3D,/@DesiCoupleOnTheGo,Desi Couple On The Go,Swiss Travel Pass Or Rental Car Or Eu Rail Pass | Swiss Travel Pass Guide |Switzerland Travel Expert,115K,1 year,switzerland #swisstravel #europetravel #travelguide You have been asking a lot about this video and here you go. All you need to ...,2024-01-25 20:30:36.990545
/watch?v=g02fUCZ08D4&pp=ygUocHVibGljIHRyYW5zcG9ydGF0aW9uIHp1cmljaCBzd2l0emVybGFuZA%3D%3D,/@travelwithwill1,Travel with Will,"Public Transport in Geneva, Switzerland - The best in the world?",13K,1 year,"Hello, I personally think Geneva has the best public transport in the world. In this vlog, let's discover the cost of tickets and how to ...",2024-01-25 20:30:36.993663
/watch?v=iFeu2rGU4w4&pp=ygUocHVibGljIHRyYW5zcG9ydGF0aW9uIHp1cmljaCBzd2l0emVybGFuZA%3D%3D,/@EuropeTours,Europe Tours,Swiss Travel Pass - Benefits & Travel Tips 2023 (Switzerland Public Transport - All In One Ticket),39K,1 year,"SWITZERLAND TRAVEL PASS - BENEFITS AND TRAVEL TIPS 2023 Switzerland welcomes about 12 million tourists each year, ...",2024-01-25 20:30:36.998946
/watch?v=PBR6fSSV57Y&pp=ygUocHVibGljIHRyYW5zcG9ydGF0aW9uIHp1cmljaCBzd2l0emVybGFuZA%3D%3D,/@TheTravelingSwiss,The Traveling Swiss – Alexis & Louis,"ZURICH TRAVEL GUIDE: Top 10 Things to do in Zurich Switzerland | Uetliberg, Landesmuseum & MORE!",115K,2 years,"Hey guys! In the video we're showing you all around Switzerland's biggest city - Zurich! Zurich is often overlooked, but there are so ...",2024-01-25 20:30:37.002321
/shorts/v19kPiSw8kE,/@Rafaraza28,Rafa Raza - The Solo Traveller,Zürich is the largest city in Switzerland #shortsvideo #zurich #switzerland #travelblogger,2.5K,4 months,zurich #largest #city #switzerland #zurichfilmfestival #travelguide #largestcity #switzerlandbeauty.,2024-01-25 20:30:37.005528
/shorts/vRyEUQzTET8,/@maryg0r0und54,maryg0r0und,"Zürich, Switzerland Public Transportation #shorts",434,2 years,I was amazed how structured the public transportation of Zurich! #travel #Europe #Switzerland #PublicTransportation #shorts.,2024-01-25 20:30:37.008811
/shorts/uVCsWe4qM3w,/@LookAround360VR,Look Around 360,🔴Switzerland Zurich Main Station #shorts #switzerland #4k #vlog #asmrsounds #zurich #train,2.9K,2 years,Switzerland Zurich Main Station #shorts #switzerland #4k #vlog #asmrsounds #zurich #train Follow Look Around 360 ...,2024-01-25 20:30:37.012062
/watch?v=U1ZjZkqITNE&pp=ygUocHVibGljIHRyYW5zcG9ydGF0aW9uIHp1cmljaCBzd2l0emVybGFuZA%3D%3D,/@flyingthenest,Flying The Nest,First Thoughts on Switzerland (is Zurich as expensive as they say!?),292K,1 year,#travel #switzerland #zurich ------------------------------------------ Flying the Nest: → Follow our Journey → https://linktr.ee/flyingthenest ...,2024-01-25 20:30:37.020997
/watch?v=FFe84vC4ETk&pp=ygUocHVibGljIHRyYW5zcG9ydGF0aW9uIHp1cmljaCBzd2l0emVybGFuZA%3D%3D,/@TripGlobally,TripGlobally Dot Com,Epic Bus Journey from Zurich to Munich | Switzerland to Germany by Bus,3.3K,5 years,"Beautiful Epic Bus Journey from Zurich to Munich. Switzerland to Germany by Bus, Road is Extremely Dangerous. Enjoy Indian ...",2024-01-25 20:30:37.029322
/watch?v=9pQwPuHasKg&pp=ygUocHVibGljIHRyYW5zcG9ydGF0aW9uIHp1cmljaCBzd2l0emVybGFuZA%3D%3D,/@SwitzerlandInsider,Switzerland Insider,"Zurich, Switzerland: 5 Mistakes Tourists Make",89K,4 years,Zurich in Switzerland is a wonderful city for travelling but tourists make mistakes. Too bad not that many travellers stop by ...,2024-01-25 20:30:37.033390
/shorts/Yq7I_h8wiDA,/@HDVloggingSpace,H&D- Vlogging Space,"Swiss Railways | ZVV - SBB | Uetliberg | Zurich, Switzerland #Shorts",3.7K,1 year,"The ZVV is a public transportation system. It combines rail, bus, tram, trolleybus, lake boat, cable car and other services in the ...",2024-01-25 20:30:37.036665
/watch?v=Gh7sMfSNK08&pp=ygUocHVibGljIHRyYW5zcG9ydGF0aW9uIHp1cmljaCBzd2l0emVybGFuZA%3D%3D,/@cityforall,City for All,How trams connected Switzerland and Ukraine,10K,8 months,"I guess you didn't know, but Ukrainian Vinnytsia has been transporting passengers by ex-Zurich trams for more than 15 years.",2024-01-25 20:30:37.041818
